gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160255	60121.25003243029	3.1307707333593773	0.1467072208120643	21.340263390102486	4.802337405443311e-101	1.0997352658465182e-98
ENSG00000156265	31970.81307211887	2.9996045504503144	0.14670159007771746	20.44698049190351	6.391082784187051e-93	7.317789787894173e-91
ENSG00000180509	35032.21833375324	3.231562280927128	0.1718248521533484	18.80730430102776	6.579973437121183e-79	5.0227130570025026e-77
ENSG00000142192	47649.19924080446	3.089049256701144	0.1819023984526908	16.98190503796213	1.1179748121671256e-64	6.400405799656794e-63
ENSG00000183527	7909.9474725077935	2.8325885829217587	0.17001147893341906	16.66116076803893	2.5110337889194534e-62	1.1500534753251095e-60
ENSG00000159128	10515.107034580295	2.49405323124905	0.1545092060086222	16.14177753984363	1.2975013704122538e-58	4.9521302304067685e-57
ENSG00000142168	6492.651815419254	2.9836394957448764	0.22482830245174235	13.270746890887064	3.421533927660923e-40	1.1193303849062162e-38
ENSG00000160307	4685.968232977231	3.35593000871257	0.2865516598622422	11.71143105688486	1.113836003038276e-31	3.1883555586970645e-30
ENSG00000159197	1664.611600421119	2.2369073432051327	0.20351544743068561	10.991339337850462	4.206372310136518e-28	1.0702880655791807e-26
ENSG00000160284	7003.41477089995	3.4482504294807503	0.5555845872347712	6.206526438473061	5.416851146614443e-10	1.2404589125747073e-8
ENSG00000183421	2747.784369347727	-0.6382269744999374	0.1802755009247833	-3.540286790084838	3.996924403563858e-4	0.00832086989469203
ENSG00000166265	1156.4810911844243	-0.6764148223757055	0.2089242143036364	-3.2376085492543707	0.0012053607453931013	0.023002300891251683
ENSG00000156256	5807.111549184909	-0.44728457087407736	0.14701350261756757	-3.042472717881007	0.002346430862831921	0.041333282122193074
